expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG16,スチームブレス・ドラゴン,（スチームブレス・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG16&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_124.png,ノーマルユニット,ダークステイツ,ギアドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,LGRR,デザイン／増田幹生　イラスト／IWAO　icon:MAMEX,【永】【手札】：あなたがGユニットの能力のコストで手札を捨てる際、このカードをグレード０～３のいずれかとして捨ててよい。（【超越】のコストも含む）【自】：このユニットが(R)に登場した時、あなたのヴァンガードがクロノアイコンを持つなら、以下すべてを行う。・【コスト】[【カウンターブラスト】(1)]することで、あなたの山札を上から７枚見て、グレード３を１枚まで選び、公開して手札に加え、山札をシャッフルする。公開しなかったなら、【カウンターチャージ】(1)。・あなたのヴァンガードがグレード３以上なら、そのターン中、このユニットのパワー＋5000。【クロノアイコン】,時間も、空間も――すべては超えるために在る。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG17,瑞光のポースポロス,（ズイコウノポースポロス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG17&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_125.png,ノーマルユニット,ケテルサンクチュアリ,ノーブル,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,LGRR,イラスト／タダ　icon:MAMEX,【自】：このユニットが手札から(R)に登場した時、あなたのヴァンガードが新右衛門アイコンを持つなら、【コスト】[【エネルギーブラスト】(3)]することで、あなたの山札を上から７枚見て、新右衛門アイコンを持つグレード３以上を１枚まで選び、公開して手札に加え、山札をシャッフルする。【自】【(R)】：このユニットがアタックした時、あなたのヴァンガードが新右衛門アイコンを持つグレード３以上で、相手のヴァンガードがグレード３以上なら、そのバトル中、このユニットのパワー＋5000。【新右衛門アイコン】,選んだ道を希望へ繋げる、揺るぎない意志の力。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG18,デピュタイズ・ベア,（デピュタイズ・ベア）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG18&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_126.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,LGRR,イラスト／石川健太　icon:MAMEX,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが新右衛門アイコンを持つなら、あなたの山札を上から７枚見て、新右衛門アイコンを持つ守護者を持たないカードを１枚まで選び、公開して手札に加え、山札をシャッフルする。公開したなら、あなたの手札から１枚選び、ソウルに置く。【新右衛門アイコン】,代弁するのは、神の御姿より伝う星の意志。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG19,ぽーんがる,（ポーンガル）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG19&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_127.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,LGRR,イラスト／田所哲平　icon:MAMEX,【自】【(R)】：このユニットがアイチアイコンを持つユニットをブーストしたバトル終了時、【コスト】[このユニットをソウルに置く]ことで、あなたの山札を上から５枚見て、【レガリスピース】を持たないグレード３を１枚まで選び、公開して手札に加え、山札をシャッフルする。【アイチアイコン】,白銀の獣は、守護竜降臨の道標。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG20,絶界巨神 ヴァルケリオン,（ゼッカイキョシン ヴァルケリオン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG20&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_128.png,ノーマルユニット,-,星神,グレード 5,パワー 70000,クリティカル 1,シールド -,-,-,スタンダード,LGRR,デザイン／吉村健一郎　イラスト／ケセルム,【永】：このカードは、ライドできず、カードの能力で【スタンド】できない。あなたのヴァンガードが新右衛門アイコンを持たないなら、このカードの元々のグレードは０になり、元々のパワーは０になる。【永】【ドロップ】：このカードは相手のカードの効果で選べない。【自】：このユニットが星域以外のサークルにいる時、このユニットを退却させる。退却させなかったなら、このユニットを除外する。【自】：このユニットが星域に登場した時、あなたの星域ゲージが５枚以上なら、あなたの山札を上から５枚見て、１枚選び、捨て、山札をシャッフルする。《ケテルサンクチュアリ》を捨てたなら、そのターン中、このユニットのドライブをその捨てられたカードのグレードと同じにする。【新右衛門アイコン】,星域に顕現せしは、げにも大いなる絶界の星神。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG21,祈り紡ぐ焔の巫女 レイユ,（イノリツムグホムラノミコ レイユ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG21&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_129.png,ノーマルユニット,ドラゴンエンパイア,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,LGR,ひと和,【自】：このユニットが「ニルヴァーナ」を含むグレード３にライドされた時、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札を上から７枚見て、「焔の巫女」を含むカードか、〈タリスマン〉か〈プレアドラゴン〉を１枚まで選び、公開して手札に加え、山札をシャッフルする。,行きましょう、リノ。祈りが届く場所へ。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG22,巡り逢う焔の巫女 リノ,（メグリアウホムラノミコ リノ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG22&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_130.png,ノーマルユニット,ドラゴンエンパイア,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,LGR,ひと和,【自】：このユニットがグレード０からライドして登場した時、【コスト】[ライドデッキから「ニルヴァーナ」を含むグレード３を１枚公開する]ことで、あなたの山札から「トリクスタ」を１枚まで探し、公開して手札に加え、山札をシャッフルする。,全ての出会いには特別な意味が込められていた。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG23,サンライト・エッグ,（サンライト・エッグ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG23&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_131.png,ノーマルユニット,ドラゴンエンパイア,フレイムドラゴン,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,LGR,デザイン／ひと和　イラスト／ひじ,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。,夜は明け、日輪は至天に座すだろう。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG24,スモークギア・ドラゴン,（スモークギア・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG24&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_132.png,ノーマルユニット,ダークステイツ,ギアドラゴン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,LGR,デザイン／Eel　イラスト／獏狗　icon:MAMEX,【自】：このユニットがクロノアイコンを含むグレード３にライドされた時、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札からグレード３を１枚まで探し、公開して手札に加え、山札をシャッフルする。【永】【(R)/(G)】【Gブレイク】(1)：あなたのヴァンガードがクロノアイコンを持つなら、このユニットのパワー＋5000/シールド＋5000。【クロノアイコン】,存在しない？否、汝の「目」で観測出来ていないだけだ。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG25,メーザーギア・ドラゴン,（メーザーギア・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG25&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_133.png,ノーマルユニット,ダークステイツ,ギアドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,LGR,イラスト／イシバシヨウスケ　icon:MAMEX,【自】：このユニットがクロノアイコンを持つグレード０からライドして登場した時、【コスト】[ライドデッキからクロノアイコンを持つグレード３を１枚公開する]ことで、２枚引き、あなたの手札から１枚選び、山札の下に置く。【起】【ドロップ】：あなたのヴァンガードがクロノアイコンを持ち、相手のヴァンガードがグレード３以上なら、【コスト】[ライドデッキにしたこのカードをライドデッキに表で置く]ことで、あなたのリアガードを１枚選び、山札の下に置き、あなたの山札から、選ばれたカードのグレード＋１のユニットカードを１枚まで探し、(R)にコールし、そのターン中、パワー＋5000。山札をシャッフルする。【クロノアイコン】,時空の果てまでぶっ飛ばすっ！
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG26,スチームメイデン アルリム,（スチームメイデン アルリム）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG26&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_134.png,ノーマルユニット,ダークステイツ,ギアロイド,グレード 1,パワー 6000,クリティカル 1,シールド 0,ブースト,-,スタンダード,LGR,デザイン／碧風羽　イラスト／カエルDX　icon:MAMEX,【永】：守護者（守護者を持つカードはデッキに合計４枚まで入れられる）【自】：このユニットが(G)に置かれた時、あなたのユニットを１枚選び、そのバトル中、ヒットされない。あなたの手札が２枚以上なら、手札から１枚選び、捨てる。【クロノアイコン】,えぇ、大丈夫です！その謎はもう解けていますから！
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG27,クロノ・ドラン,（クロノ・ドラン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG27&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_135.png,ノーマルユニット,ダークステイツ,ギアドラゴン/十二支刻獣,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,LGR,デザイン／伊藤彰　イラスト／椿春雨　icon:MAMEX,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。【クロノアイコン】,また会えたね！それじゃ、何から始めよっか！
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG28,スチームバトラー ダダシグ,（スチームバトラー ダダシグ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG28&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_136.png,トリガーユニット,ダークステイツ,ギアロイド,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,LGR,デザイン／あんべよしろう　イラスト／yuukoo009　icon:MAMEX,【クロノアイコン】,その拳は、一撃で二度のインパクトを生じさせる。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG29,腹時計付きのギアラビット,（ハラドケイツキノギアラビット）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG29&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_137.png,トリガーユニット,ダークステイツ,ギアビースト,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,LGR,イラスト／田口美穂　icon:MAMEX,【クロノアイコン】,うんうん。このままじゃ、腹の虫が収まらないよねぇ。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG30,ラッキーポット・ドラコキッド,（ラッキーポット・ドラコキッド）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG30&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_138.png,トリガーユニット,ダークステイツ,ギアドラゴン,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,ドロートリガー＋10000,スタンダード,LGR,デザイン／古賀あずさ　イラスト／獣道　icon:MAMEX,【クロノアイコン】,すごいの、見せちゃうよ～。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG31,スチームメイデン ウルル,（スチームメイデン ウルル）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG31&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_139.png,トリガーユニット,ダークステイツ,ギアロイド,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,ヒールトリガー＋10000,スタンダード,LGR,デザイン／魔界の住民　イラスト／菊屋シロウ　icon:MAMEX,（【治】はデッキに合計４枚まで入れられる）【クロノアイコン】,さぁ、「あの時」に戻りましょう？
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG32,舞灯のプロメテウス,（ブトウノプロメテウス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG32&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_140.png,ノーマルユニット,ケテルサンクチュアリ,ノーブル,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,LGR,デザイン／萩谷薫　イラスト／寿ノ原　icon:MAMEX,【自】：このユニットが新右衛門アイコンを持つグレード３にライドされた時、あなたの山札を上から３枚見て、１枚選び、手札に加え、１枚まで選び、ソウルに置き、残りを山札の下に望む順で置く。【新右衛門アイコン】,如何なる苦境に在ろうとも、灯りの炎を絶やさず燃やせ。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG33,天球のアトラス,（テンキュウノアトラス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG33&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_141.png,ノーマルユニット,ケテルサンクチュアリ,ノーブル,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,LGR,イラスト／桂福蔵　icon:MAMEX,【自】：このユニットがグレード０からライドして登場した時、【コスト】[ライドデッキから新右衛門アイコンを持つグレード３を１枚公開する]ことで、このファイト中、あなたは、新右衛門アイコンを持たないグレード３以上にライドできず、星域ゲージを持てる。【自】：このユニットが新右衛門アイコンを持つグレード２にライドされた時、このカードをあなたの星域ゲージとして裏で置いてよい。置いたなら、【ソウルチャージ】(1)。【新右衛門アイコン】,天の蒼穹を、今こそ掴まん。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG34,希望の管理人 パンドラ,（キボウノカンリニン パンドラ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG34&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_142.png,ノーマルユニット,ケテルサンクチュアリ,ノーブル,グレード 1,パワー 6000,クリティカル 1,シールド 0,ブースト,-,スタンダード,LGR,イラスト／祀花よう子　icon:MAMEX,【永】：守護者（守護者を持つカードはデッキに合計４枚まで入れられる）【自】：このユニットが(G)に置かれた時、あなたのユニットを１枚選び、そのバトル中、ヒットされない。あなたの手札が２枚以上なら、手札から１枚選び、捨てる。【新右衛門アイコン】,箱の底、最後に残ったモノへ“希望”と名を付けましたの。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG35,新風のパーン,（シンプウノパーン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG35&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_143.png,ノーマルユニット,ケテルサンクチュアリ,ノーブル,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,LGR,デザイン／kaworu　イラスト／瀬々川なこ　icon:MAMEX,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。【新右衛門アイコン】,新たな始まりは、祝福の音色と共に。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG36,戦巫女 ククリヒメ,（イクサミコ ククリヒメ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG36&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_144.png,トリガーユニット,ケテルサンクチュアリ,ノーブル,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,LGR,イラスト／樹人　icon:MAMEX,【新右衛門アイコン】,キャンペーン中でーす！もひとつオマケにどうですか？
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG37,サイバー・タイガー,（サイバー・タイガー）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG37&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_145.png,トリガーユニット,ケテルサンクチュアリ,ハイビースト,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,LGR,イラスト／funbolt　icon:MAMEX,【新右衛門アイコン】,白き虎が現れた。これで勝利は揺らがない。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG38,タリスマン・エンジェル,（タリスマン・エンジェル）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG38&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_146.png,トリガーユニット,ケテルサンクチュアリ,エンジェル,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,ドロートリガー＋10000,スタンダード,LGR,イラスト／サカヤギ　icon:MAMEX,【新右衛門アイコン】,御札の数、足りてるかい？
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LG39,大鍋の魔女 ローリエ,（オオナベノマジョ ローリエ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LG39&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_147.png,トリガーユニット,ケテルサンクチュアリ,ヒューマン,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,ヒールトリガー＋10000,スタンダード,LGR,イラスト／tanu　icon:MAMEX,（【治】はデッキに合計４枚まで入れられる）【新右衛門アイコン】,まっほーとあっいじょー♪あっりあ～りで～♪
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LGTR01,伝説の先導者　先導アイチ,（デンセツノセンドウシャ　センドウアイチ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LGTR01&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_148.png,トリガーユニット,-,-,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,LGTR,©VG15th　illust:とみながまり,【アイチアイコン】,-
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LGTR02,伝説の先導者　櫂トシキ,（デンセツノセンドウシャ　カイトシキ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LGTR02&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_149.png,トリガーユニット,-,-,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,LGTR,©VG15th　illust:とみながまり,【櫂アイコン】,-
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LGTR03,伝説の先導者　新導クロノ,（デンセツノセンドウシャ　シンドウクロノ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LGTR03&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_150.png,トリガーユニット,-,-,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,LGTR,©VG15th　illust:とみながまり,【クロノアイコン】,-
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LGTR04,伝説の先導者　新田新右衛門,（デンセツノセンドウシャ　ニッタシンエモン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LGTR04&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_151.png,トリガーユニット,-,-,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,LGTR,©VG15th　illust:とみながまり,【新右衛門アイコン】,-
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/LGTR05,伝説の先導者　近導ユウユ,（デンセツノセンドウシャ　コンドウユウユ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/LGTR05&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_152.png,トリガーユニット,-,-,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,LGTR,©VG15th　©VANGUARD overDress　Character Design ©2021 CLAMP・ST　illust:とみながまり,-,-
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/PGS01,ブラスター・ブレード,（ブラスター・ブレード）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/PGS01&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_153.png,ノーマルユニット,ユナイテッドサンクチュアリ,ヒューマン,グレード 2,パワー 9000,クリティカル 1,シールド 5000,インターセプト,-,,PGS,伊藤彰,【自】：[【カウンターブラスト】(2)]このユニットが(V)に登場した時、コストを払ってよい。払ったら、相手のリアガードを１枚選び、退却させる。【自】：[【カウンターブラスト】(2)]このユニットが(R)に登場した時、あなたの《ロイヤルパラディン》のヴァンガードがいるなら、コストを払ってよい。払ったら、相手のグレード２以上のリアガードを１枚選び、退却させる。,-
