expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor,name_en,card_url_wiki,set_code_wiki,card_no_wiki
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re11,幼竜 ガルグレックス,（ヨウリュウ ガルグレックス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re11&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_164.png,ノーマルユニット,ドラゴンエンパイア,ディノドラゴン,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,Re,カエルDX,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。,それは未来の王たる竜の産声。,"Baby Dragon, Gargurex","https://cardfight.fandom.com/wiki/Baby_Dragon,_Gargurex",VGE-DZ-SS16,DZ-SS16/Re11
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re12,焦砲竜 ディノベルム,（ショウホウリュウ ディノベルム）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re12&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_165.png,ノーマルユニット,ドラゴンエンパイア,ディノドラゴン,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,Re,カエルDX,【自】【(R)】【ターン1回】：「ガルグレックス」を含むグレード３以上のあなたのヴァンガードがアタックした時、このターンにあなたのユニットがカードの能力で【スタンド】していないなら、【コスト】[【エネルギーブラスト】(3)]することで、このユニットを【スタンド】させ、そのターン中、パワー＋5000し、そのターン終了時、このユニットを退却させる。,焼き方は、こんがりじっくりベリーウェルダン。,"Scorching Cannon Dragon, Dinobelm","https://cardfight.fandom.com/wiki/Scorching_Cannon_Dragon,_Dinobelm",VGE-DZ-SS16,DZ-SS16/Re12
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re13,禁断の邪眼よ、開け,（キンダンノジャガンヨ、ヒラケ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re13&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_166.png,ノーマルオーダー,ドラゴンエンパイア,-,グレード 3,パワー -,クリティカル -,シールド -,-,-,スタンダード,Re,近藤途轍,あなたが「魔忍竜 シラヌイ “朧”」のクレストを持つなら、【コスト】[【エネルギーブラスト】(3)]することでプレイできる！あなたのドロップから「忍」を含む守護者を持たないユニットカードを１枚選び、(R)にコールする。【自】：このカードが【超越】のコストを払う際に手札から捨てられた時、あなたの、ヴァンガードかハーツを１枚選び、そのターン中、次にそのカードの能力のコストで払う【カウンターブラスト】は(1)減る。,弱き者は、支配されるが世の道理。,"Open, O Forbidden Evil-eye","https://cardfight.fandom.com/wiki/Open,_O_Forbidden_Evil-eye",VGE-DZ-SS16,DZ-SS16/Re13
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re14,紅灯の魔道士 ラムプリート,（コウトウノマドウシ ラムプリート）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re14&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_167.png,ノーマルユニット,ダークステイツ,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,Re,つくねね,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「八雲べに」を含むグレード３以上なら、【ソウルチャージ】(1)してよい。【自】【(R)】：このユニットがグレード３以上のヴァンガードにアタックした時、【コスト】[《ぶいすぽっ！》を【ソウルブラスト】(1)]することで、そのバトル中、このユニットのパワー＋10000。,八雲より紅色の月が覗く夜。貴女に逢えると聞きましたの。,,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re15,美食の荊棘 ニズログ,（ビショクノケイキョク ニズログ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re15&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_168.png,ノーマルユニット,ダークステイツ,デーモン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,Re,羽山晃平,【自】：あなたのヴァンガードがグレード３以上なら、このコストは『【エネルギーブラスト】(3)，手札からグレード３以上を１枚捨てる』でも払える。このユニットが(R)に登場した時、あなたのヴァンガードが「凶眼」を含むなら、【コスト】[【ソウルブラスト】(2)，手札からグレード３以上を１枚捨てる]ことで、２枚引く。【自】【(R)】：このユニットがアタックした時、あなたのヴァンガードが「凶眼」を含むグレード３以上で、あなたのバインドゾーンにトリガーユニットが１枚以上なら、そのバトル中、このユニットのパワー＋5000。４枚以上なら、＋5000ではなく＋10000。,貴様の飢え……我が満たしてやろう。,"Thorns of Gourmet, Nizrog","https://cardfight.fandom.com/wiki/Thorns_of_Gourmet,_Nizrog",VGE-DZ-SS16,DZ-SS16/Re15
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re16,幽奏魔嬢 フラウロス,（ユウソウマジョウ フラウロス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re16&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_169.png,ノーマルユニット,ダークステイツ,デーモン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,Re,NOMISAKI,【自】：あなたのターンにこのカードが手札から捨てられた時、このカードをソウルに置いてよい。【自】【(R)】【ターン1回】：このユニットがヴァンガードにアタックした時、あなたのドロップから１枚まで選び、ソウルに置き、相手のヴァンガードがグレード３以上なら、そのターン中、このユニットのパワー＋5000。,蒐集めし嘆きを五線譜に、爪弾く音色は幽冥を奏でる。,"Gloomy Tunes Demonic Lady, Flauros","https://cardfight.fandom.com/wiki/Gloomy_Tunes_Demonic_Lady,_Flauros",VGE-DZ-SS16,DZ-SS16/Re16
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re17,刺衝の奇術師 ニルフェード,（スタブ・マジシャン ニルフェード）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re17&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_170.png,ノーマルユニット,ダークステイツ,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,Re,祀花よう子,【永】：あなたのヴァンガードのクランが《ペイルムーン》のみなら、このカードは、《ペイルムーン》のみに属し、以下すべてを得る。・【自】：このカードがあなたのカードの能力で手札からソウルに置かれた時、あなたのヴァンガードが「ルキエ」を含むグレード３以上なら、【コスト】[【カウンターブラスト】(1)]することで、１枚引く。・【自】【ソウル】：あなたのリアガードがヴァンガードの能力のコストでソウルに置かれた時、相手のヴァンガードのグレードが３以上で、このカードと同名のあなたのリアガードがいないなら、【コスト】[このカード以外を【ソウルブラスト】(2)]することで、このカードを(R)にコールし、そのターン中、パワー＋5000。このターンにあなたがペルソナライドしているなら、＋5000ではなく＋10000。,放つ刃は音を超え、万雷の喝采を浴びるのだ。,,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re18,ディアブロスボーイズ ハインズ,（ディアブロスボーイズ ハインズ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re18&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_171.png,ノーマルユニット,ダークステイツ,デーモン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,Re,はにわ,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「ディアブロス」を含むなら、あなたのドロップから「ディアブロス」を含むカードを１枚まで選び、ソウルに置く。置いたなら、そのターン中、このユニットのパワー＋5000し、そのターン終了時、このユニットを退却させる。相手のヴァンガードがグレード３以上なら、＋5000ではなく＋10000。【自】：あなたのターンにこのユニットがカードの能力で(R)から退却した時、あなたが“一気呵勢”で、このターンにあなたが【カウンターチャージ】していないなら、【コスト】[【ソウルブラスト】(1)]することで、【カウンターチャージ】(1)。,こんなんさぁ！派手に暴れるっきゃないっしょ！,"Diabolos Boys, Hines","https://cardfight.fandom.com/wiki/Diabolos_Boys,_Hines",VGE-DZ-SS16,DZ-SS16/Re18
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re19,今はただ、時を忘れて,（イマハタダ、トキヲワスレテ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re19&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_172.png,セットオーダー,ダークステイツ,-,グレード 1,パワー -,クリティカル -,シールド -,-,-,スタンダード,Re,ロクシロコウシ,（セットオーダーはプレイ後、オーダーゾーンに置く）あなたのヴァンガードが「ダイアフルドール」を含むならプレイできる！【自】：このカードがオーダーゾーンに置かれた時、あなたの山札を上から７枚見て、あなたのヴァンガードのグレード以下の「ダイアフルドール」を含むノーマルユニットを１枚まで選び、公開して手札に加え、山札をシャッフルする。【起】【オーダーゾーン】：あなたのヴァンガードが「ダイアフルドール」を含むなら、【コスト】[このカードをドロップに置く]ことで、あなたのドロップから、「ダイアフルドール」を含むそれぞれ別名のカードを２枚まで選び、ソウルに置く。,弦奏と人形の饗宴に酔い痴れよう。,"For Now, Forget the Passage of Time","https://cardfight.fandom.com/wiki/For_Now,_Forget_the_Passage_of_Time",VGE-DZ-SS16,DZ-SS16/Re19
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re20,グラビディア・ティーシント,（グラビディア・ティーシント）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re20&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_173.png,ノーマルユニット,ブラントゲート,エイリアン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,Re,IWAO,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「グラビディア」を含むなら、【コスト】[【カウンターブラスト】(1)]することで、１枚引く。【自】【(R)】：このユニットがアタックした時、あなたのヴァンガードが「ネルトリンガー」を含むグレード３以上なら、そのバトル中、このユニットのパワー＋5000し、そのバトル終了時、【コスト】[【エネルギーブラスト】(3)，このユニットを退却させる]ことで、あなたのドロップから、このカードと別名の「グラビディア」を含むユニットカードを１枚選び、手札に加える。,星は遥かに在りて。其を手繰り――いざ、この地へ。,Gravidia Tissint,https://cardfight.fandom.com/wiki/Gravidia_Tissint,VGE-DZ-SS16,DZ-SS16/Re20
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re21,エールリッヒ・ゲヴィナー,（エールリッヒ・ゲヴィナー）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re21&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_174.png,ノーマルユニット,ブラントゲート,バトロイド,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,Re,けんこ,【自】：このユニットが(R)に登場した時、【コスト】[【カウンターブラスト】(1)]することで、あなたの山札からアリーナカードを１枚まで探し、公開して手札に加え、山札をシャッフルする。相手のヴァンガードがグレード３以上で、このターンにあなたのオーダーゾーンにアリーナが置かれていないなら、あなたの手札からアリーナカードを１枚選び、オーダーゾーンに置いてよい。【永】【後列の(R)】：あなたのヴァンガードが「ロートバイザー」を含むグレード３以上なら、このユニットのパワー＋2000し、このユニットと同じ縦列のあなたの他のリアガードは相手のカードの効果で退却しない。,如何なる強者が相手でも、不屈の闘志で打ち破れ。,Ehrlich Gewinner,https://cardfight.fandom.com/wiki/Ehrlich_Gewinner,VGE-DZ-SS16,DZ-SS16/Re21
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re22,汚濁怪獣 ポルポリュート,（オダクカイジュウ ポルポリュート）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re22&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_175.png,ノーマルユニット,ブラントゲート,エイリアン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,Re,Moopic,【永】【(G)】：あなたのオーダーゾーンに研究があるなら、このユニットのシールド＋5000。【起】【オーダーゾーン】：【コスト】[このカードをバインドする]ことで、あなたのドロップからセットオーダーを１枚選び、手札に加える。あなたのヴァンガードが「エレドグレーマ」を含むグレード３以上なら、あなたの手札からセットオーダーを１枚まで選び、オーダーゾーンに置く。,奴が歩みを進める度に、空と大地が穢れていく。,"Pollution Monster, Polpollute","https://cardfight.fandom.com/wiki/Pollution_Monster,_Polpollute",VGE-DZ-SS16,DZ-SS16/Re22
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re23,黄昏の境界,（タソガレノキョウカイ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re23&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_176.png,セットオーダー,ブラントゲート,世界,グレード 1,パワー -,クリティカル -,シールド -,-,-,スタンダード,Re,凪羊,（セットオーダーはプレイ後、オーダーゾーンに置く）【自】：このカードがオーダーゾーンに置かれた時、あなたのライドデッキから「オルフィスト」を含むグレード３を１枚選び、公開してよい。公開したか、あなたのヴァンガードが「オルフィスト」を含むグレード３以上なら、１枚引く。【永】【オーダーゾーン】：あなたのオーダーゾーンに世界以外のカードがないなら、あなたのオーダーゾーンの枚数により以下が有効になる。・１枚‐あなたの世界は黒夜になる。・２枚以上‐あなたの世界は深淵黒夜になる。【起】【オーダーゾーン】：あなたのヴァンガードが「オルフィスト」を含むグレード３以上で、このターンにこのカードがオーダーゾーンに置かれていないなら、【コスト】[【ソウルブラスト】(1)，このカードを【レスト】させる]ことで、夜影兵・トークンを１枚(R)にコールし、そのターン中、このカードのカード名を「昏き夜に影を落として」に変更する。,そしてまた、夜がやって来る。,Twilight Boundary,https://cardfight.fandom.com/wiki/Twilight_Boundary,VGE-DZ-SS16,DZ-SS16/Re23
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re24,超銀河基地“A.I.A.S.”,（ヒーローズ・ベース“アイアス”）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re24&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_177.png,セットオーダー,ブラントゲート,基地,グレード 1,パワー -,クリティカル -,シールド -,-,-,スタンダード,Re,ゾウノセ,（セットオーダーはプレイ後、オーダーゾーンに置く）【起】【オーダーゾーン】【ターン1回】：【コスト】[このカードを【レスト】させる]ことで、あなたのドロップから、あなたのオーダーゾーンに同名のカードがない「英勇」を含むカードを１枚選び、あなたの基地にスカウトする。【起】【オーダーゾーン】：あなたのオーダーゾーンに基地が４枚以上なら、【コスト】[【スタンド】しているこのカードをソウルに置く]ことで、あなたのドロップから「英勇」を含むグレード２以下のノーマルユニットを１枚選び、手札に加え、「英勇」を含むあなたのヴァンガードを１枚選び、そのターン中、次にそのユニットの能力のコストで払う【カウンターブラスト】は(1)減る。,更なる危機の到来に備え、新たなる基地が建設された。,"Galactic Base ""A.I.A.S.""",https://cardfight.fandom.com/wiki/Galactic_Base_%22A.I.A.S.%22,VGE-DZ-SS16,DZ-SS16/Re24
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re25,翔斬の騎士 エスメレ,（ショウザンノキシ エスメレ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re25&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_178.png,ノーマルユニット,ケテルサンクチュアリ,エルフ,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,Re,ばにら,【起】【ドロップ】：あなたのヴァンガードが「グラムグレイス」を含むグレード３以上なら、【コスト】[【エネルギーブラスト】(3)]することで、このカードを(R)にコールする。【自】【(R)】：このユニットがヴァンガードにアタックした時、「グラムグレイス」を含むグレード３以上のあなたのヴァンガードを１枚選び、そのターン中、パワー＋5000。このユニットが中央後列からアタックしているなら、【コスト】[【カウンターブラスト】(1)]することで、パワー＋5000ではなくパワー＋5000/ドライブ＋１。,行きましょう！蒼き空の遥か高みへ！,"Knight of Soaring Slash, Esmeree","https://cardfight.fandom.com/wiki/Knight_of_Soaring_Slash,_Esmeree",VGE-DZ-SS16,DZ-SS16/Re25
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re26,正射の騎士 イルティード,（セイシャノキシ イルティード）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re26&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_179.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,Re,中西達哉,【永】【(R)】：あなたのヴァンガードが、「バスティオン」か「オールデン」を含む、グレード３以上なら、このユニットは『ブースト』を得る。【自】【後列の(R)】【ターン1回】：あなたのバトルフェイズに、あなたの他のユニットが(R)に登場した時かこのユニットと同じ縦列のあなたのユニットが【スタンド】した時、あなたのヴァンガードが、「バスティオン」か「オールデン」を含む、グレード３以上なら、このユニットを【スタンド】させてよい。【スタンド】させたなら、そのターン終了時、このユニットをソウルに置く。【自】：このユニットが(G)に置かれた時、あなたのライドデッキから、「バスティオン」か「オールデン」を含む、グレード３を１枚選び、公開してよい。公開したか、あなたのヴァンガードが、「バスティオン」か「オールデン」を含む、グレード３以上なら、そのバトル中、このユニットのシールド＋5000。,敵影、こちらでも確認しました。正面から迎え撃ちます。,"Knight of Straight Shot, Iltid","https://cardfight.fandom.com/wiki/Knight_of_Straight_Shot,_Iltid",VGE-DZ-SS16,DZ-SS16/Re26
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re27,ディヴァインシスター あろすこんれーちぇ,（ディヴァインシスター アロスコンレーチェ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re27&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_180.png,ノーマルユニット,ケテルサンクチュアリ,エルフ,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,Re,菊屋シロウ,【起】【(V)】【ターン1回】：【コスト】[【カウンターブラスト】(1)]することで、あなたの山札を上から７枚見て、「ディヴァインシスター」を含むカードを２枚まで選んで公開し、その公開された中から１枚を選び、手札に加え、公開された残りを(R)にコールし、選ばれなかった残りを山札の下に望む順で置く。【自】【(V)】【ターン1回】：このユニットがアタックした時、【コスト】[「ディヴァインシスター」を含むカードを【ソウルブラスト】(1)]することで、「ディヴァインシスター」を含むあなたのリアガードを１枚選び、【スタンド】させ、そのターン中、『【自】【(R)】：このユニットがアタックした時、このユニットのグレード１につき、そのバトル中、このユニットのパワー＋5000し、そのターン終了時、このユニットをソウルに置く。』を与える。このコストでこのユニットと同名のカードを【ソウルブラスト】したなら、１枚ではなく２枚選ぶ。,悔い改めるって？もう遅いのよっ！,"Divine Sister, Arroz Con Leche","https://cardfight.fandom.com/wiki/Divine_Sister,_Arroz_Con_Leche",VGE-DZ-SS16,DZ-SS16/Re27
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re28,インフュージョン・エンジェル,（インフュージョン・エンジェル）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re28&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_181.png,ノーマルユニット,ケテルサンクチュアリ,エンジェル,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,Re,宮野アキヒロ,【自】：このユニットが(R)に登場した時、あなたのライドデッキから「ハルムヴェルド」を含むグレード３を１枚選び、公開してよい。公開したか、あなたのヴァンガードが「ハルムヴェルド」を含むグレード３以上なら、【コスト】[【エネルギーブラスト】(3)]することで、あなたの山札を上から７枚見て、【レガリスピース】を持たないノーマルオーダーを１枚選び、公開して手札に加え、山札をシャッフルする。【自】【(R)】：あなたのバトルフェイズにあなたのユニットが、「ハルムヴェルド」を含むグレード３以上のあなたのヴァンガードの能力で、【スタンド】した時か(R)に登場した時、相手のヴァンガードがグレード３以上なら、【コスト】[【カウンターブラスト】(1)]することで、このユニットと同じ縦列のあなたのリアガードすべてを【スタンド】させ、そのターン中、このユニットのパワー＋5000。,あるだけもってきましたよ！って、わわわっ！,Infusion Angel,https://cardfight.fandom.com/wiki/Infusion_Angel,VGE-DZ-SS16,DZ-SS16/Re28
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re29,縦長顕札の女魔術師,（バーティカルロング・ソーサレス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re29&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_182.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,Re,pupps,【自】：このユニットが(R)に登場した時、【コスト】[【カウンターブラスト】(1)]することで、「女魔術師」を含むあなたのヴァンガードのグレードにより以下を１つ行う。・グレード２以下‐１枚引く。・グレード３以上‐あなたの山札を上から２枚見て、１枚選び、手札に加え、残りを山札の上かソウルに置く。【自】【(R)】【ターン1回】：このターンにあなたがペルソナライドしているなら、このコストは【ソウルブラスト】(1)減る。このユニットと同じ縦列のあなたの他のリアガードが【スタンド】した時、あなたのヴァンガードが「女魔術師」を含むグレード３以上なら、【コスト】[【ソウルブラスト】(1)]することで、このユニットを【スタンド】させる。,占いは、長くも短い生を前向きにするためにあるのです。,,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re30,竜へ至る旅路,（リュウヘイタルタビジ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re30&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_183.png,ノーマルオーダー,ケテルサンクチュアリ,-,グレード 3,パワー -,クリティカル -,シールド -,-,-,スタンダード,Re,デザイン／lack イラスト／にじまあるく,儀式５（あなたのドロップにグレード１が５枚以上で有効）：あなたが「覚醒を待つ竜 ルアード」のクレストを持つなら、【コスト】[【エネルギーブラスト】(3)]することでプレイできる！そのターン中、あなたは『このターンに山札から登場したあなたのユニットすべてのパワー＋5000。』を得る。【自】：このカードが【超越】のコストを払う際に手札から捨てられた時、あなたの、ヴァンガードかハーツを１枚選び、そのターン中、次にそのカードの能力のコストで払う【カウンターブラスト】は(1)減る。,全ては、復讐を果たすために。,,,,
